Role,Name,Follower Role,Follower Name,Ratio
justice,ALITO,justice,KENNEDY,0.5
justice,KENNEDY,justice,SCALIA,0.4
justice,ROBERTS,justice,SCALIA,0.5
justice,BREYER,justice,KENNEDY,0.4
justice,SREYER,justice,BREYER,1.0
justice,SOTOMAYOR,justice,BREYER,0.6666666666666666
justice,GINSBURG,justice,ALITO,1.0
justice,SCALIA,justice,KENNEDY,0.25
justice,KAGAN,justice,KENNEDY,0.5
